T30,R,P1,leaping,/ˈliːpɪŋ/ - verb,"Jumping or springing a long way, to a great height",پریدن,"""Animals show leaping during play to mimic hunting movements."""
T30,R,P1,canids,/ˈkeɪnɪdz/ - noun,Dogs and their relatives,خانواده سگ‌ها,"""Canids, like wolves and foxes, share many behaviors."""
T30,R,P1,impoverished,/ɪmˈpɒvərɪʃt/ - adj,Poorly resourced or lacking enrichment,فقیر، تهی‌دست,"""Animals in an impoverished environment may not develop well."""
T30,R,P1,dimly,/ˈdɪmli/ - adv,With little light,به طور کم نور,"""The room was dimly lit during the experiment."""
T30,R,P1,lit,/lɪt/ - adj,Illuminated,روشن,"""The hall was well lit for the evening event."""
T30,R,P1,stimulation,/ˌstɪmjʊˈleɪʃən/ - noun,Encouragement of activity or increased action,تحریک,"""Stimulation in young animals is crucial for development."""
T30,R,P1,cerebellum,/ˌserəˈbeləm/ - noun,"Part of the brain at the back of the skull, controlling balance and muscle coordination",مخچه,"""The cerebellum is important for physical coordination in mammals."""
T30,R,P1,stimulate,/ˈstɪmjʊleɪt/ - verb,Encourage or arouse activity or growth,تحریک کردن,"""Playing stimulates the brain's development in young animals."""
T30,R,P1,pouncing,/ˈpaʊnsɪŋ/ - verb,Springing forward suddenly to catch prey,هجوم بردن,"""Cats practice pouncing during their playful activities."""
T30,R,P1,biting,/ˈbaɪtɪŋ/ - verb,Using teeth to cut into something,گاز گرفتن,"""Puppies engage in biting as a part of their play to learn hunting skills."""
T30,R,P1,comparative safety,/ˈkɒmpərətɪv ˈseɪfti/ - noun,Relative safety compared to other situations,امنیت نسبی,"""Young animals play in comparative safety under the watch of their parents."""
T30,R,P1,courtship,/ˈkɔːrtʃɪp/ - noun,The behaviour of seeking to win a mate,دوران خواستگاری,"""Birds display elaborate courtship behaviors to attract mates."""
T30,R,P1,mating,/ˈmeɪtɪŋ/ - noun,The process by which animals pair together to reproduce,جفت‌گیری,"""Mating rituals can be complex and involve various displays."""
T30,R,P1,aggression,/əˈɡreʃən/ - noun,Hostile or violent behavior,پرخاشگری,"""Aggression in young animals can be moderated through play."""
T30,R,P1,dominant,/ˈdɒmɪnənt/ - adj,Most powerful or influential,غالب,"""Dominant animals often control resources within the group."""
T30,R,P1,submissive,/səbˈmɪsɪv/ - adj,Ready to conform to the authority or will of others,فرمان‌بردار,"""Submissive behaviors help maintain social hierarchy among animals."""
T30,R,P1,countless,/ˈkaʊntləs/ - adj,"Very many, too many to be counted",بی‌شمار,"""There are countless examples of animal play observed in nature."""
