T31,R,P1,speciation,/ˌspiːʃiˈeɪʃən/ - noun,The formation of new and distinct species in the course of evolution,گونه‌زایی,Speciation often begins when a physical barrier divides a population.,"گونه زایی
speciation
---
",[sound:TPO31/speciation.mp3]
T31,R,P1,intermittent,/ˌɪntərˈmɪtənt/ - adjective,Occurring at irregular intervals; not continuous or steady,متناوب,The gene flow among subpopulations is more of an intermittent trickle.,"متناوب
intermittent
---
intermittent
adjective
متناوب, نوبتی, نوبهای, تنفس دار, نوبت دار, قطع کننده

متناوب: intermittent, alternative, alternating, periodic, alternate, staggering 80
نوبتی: intermittent, serial, periodic, alternative, periodical 0
نوبهای: alternative, intermittent, malarial 0
تنفس دار: intermittent 0
نوبت دار: intermittent, periodic 0
قطع کننده: hewn, secant, intermittent, loppy 0
_______________________
بینابین، متناوب، نوبت دار، نوبه ای، نوبتی،علوم نظامی:اجرای تیراندازی بینابین حملات دیگر",[sound:TPO31/intermittent.mp3]
T31,R,P1,trickle,/ˈtrɪkəl/ - noun,A small flow of liquid,چکه,The gene flow among the subpopulations is more of an intermittent trickle.,"چکیدن
trickle
---
trickle
noun
چکه

چکه: drip, leak, trickle, seep, drop, sprinkle 11
_______________________
trickle
verb
چکیدن, چکانیدن

چکیدن: drip, trickle, drop, ooze, abstract, dribble 2
چکانیدن: dribble, drip, trickle 0
_______________________
چکیدن، چکانیدن، چکه",[sound:TPO31/trickle.mp3]
T31,R,P1,monstrous,/ˈmɑːnstrəs/ - adjective,Having the ugly or frightening appearance of a monster,عظیم‌الجثه,A monstrous earthquake changed the course of the Mississippi River.,"هیولا
monstrous
---
monstrous
adjective
هیولا

هیولا: monstrous 32
_______________________
غول پیکر، هیولا",[sound:TPO31/monstrous.mp3]
T31,R,P1,proceed,/prəˈsiːd/ - verb,Begin or continue a course of action,ادامه دادن,Geographic isolation can proceed slowly over great spans of time.,"ادامه دهید
proceed
---
proceed
verb
اقدام کردن, رهسپار شدن, پیش رفتن, حرکت کردن, پرداختن به, ناشی شدن از

اقدام کردن: proceed, launch 0
رهسپار شدن: go, proceed, travel, leave 0
پیش رفتن: go forward, jut, proceed, precess, advance, antecede 0
حرکت کردن: move, whirl, waggle, depart, ambulate, proceed 0
پرداختن به: proceed 0
ناشی شدن از: derive, proceed, rise 0
_______________________
به طرفی حرکت کردن (رسمی)پیش رفتن، رهسپار شدن، حرکت کردن، اقدام کردن، پرداختن، ناشی شدن، عایدات،قانون فقه:ارتقا پیدا کردن، (در جمع) عایدات",[sound:TPO31/proceed.mp3]
T31,R,P1,which affords glimpses into,/wɪtʃ əˈfɔrdz ˈɡlɪmpsɪz ˈɪntu/ - phrase,Provides brief views or insights into,که نگاهی اجمالی به ... می‌دهد,The fossil record affords glimpses into the breakup of formerly continuous environments.,"که نگاهی اجمالی به آن دارد
which affords glimpses into
---
",[sound:TPO31/which_affords_glimpses_into.mp3]
T31,R,P1,formerly,/ˈfɔːrmərli/ - adverb,In the past; previously,قبلاً,"During past ice ages, glaciers cut off parts of formerly continuous environments.","قبلا
formerly
---
formerly
adverb
قبلا, سابق, سابقا, پیشتر

قبلا: already, formerly, beforehand, heretofore, erstwhile, erst 39
سابق: formerly, before, previously 5
سابقا: formerly, previously, once, before, erstwhile, sometime 4
پیشتر: before, formerly 1
_______________________
سابقا، پیشتر، قبلا",[sound:TPO31/formerly.mp3]
T31,R,P1,came into contact,/keɪm ˈɪntu ˈkɑːntækt/ - phrase,To be in a place where one meets another,در تماس قرار گرفتن,"When the glacier retreated, the separated populations came into contact again.","تماس گرفت
came into contact
---
قانون فقه:مجری شدن",[sound:TPO31/came_into_contact.mp3]
T31,R,P1,descended,/dɪˈsɛndɪd/ - verb,Moved or fallen downward,فرود آمدن,Some groups that had descended from the same parent population were no longer reproductively compatible.,"فرود آمد
descended
---
descend
verb
سرازیر شدن, پایین امدن, فرود امدن, نزول کردن, پیاده شدن, پایین رفتن, فروکش کردن

سرازیر شدن: slant, descend, slope, steepen, be turned upside down 0
پایین امدن: dip, descend, fall 0
فرود امدن: come down, alight, descend, ground, land, shore 0
نزول کردن: sink, come down, descend 0
پیاده شدن: disembark, land, alight, descend 0
پایین رفتن: go down, come down, descend 0
فروکش کردن: subside, ebb, come down, flow down, alight, descend 0
_______________________
زاده، ناشی",[sound:TPO31/descended.mp3]
T31,R,P1,descendants,/dɪˈsɛndənts/ - noun,"People, plants, or animals that are descended from a particular ancestor",نوادگان,The descendants could still interbreed; reproductive isolation was not complete.,"فرزندان
descendants
---
descendants
noun
زادگان

زادگان: descendants, descendents, posterity 0
_______________________
احفاء،قانون فقه:اولاد",[sound:TPO31/descendants.mp3]
T31,R,P1,interbreed,/ˌɪntərˈbriːd/ - verb,To breed or cause to breed with another of a different race or species,در هم آمیختن,The subpopulations become so genetically distinct that they cannot interbreed.,"آمیخته شدن
interbreed
---
interbreed
verb
اصلاح نژاد کردن, نژادهای مختلف را با هم پیوند کردن

اصلاح نژاد کردن: grade, interbreed 10
نژادهای مختلف را با هم پیوند کردن: interbreed 5
_______________________
نژادهای مختلف را با هم پیوند کردن، اصلاح نژاد کردن",[sound:TPO31/interbreed.mp3]
T31,R,P1,imperceptibly,/ˌɪmpərˈsɛptəbli/ - adverb,"In a way that is so slight, gradual, or subtle as not to be perceived",به طور غیر محسوس,Allopatric speciation can be brought by the imperceptibly slow movements of tectonic plates.,"بطور نامحسوس
imperceptibly
---
بطور غیرقابل مشاهده",[sound:TPO31/imperceptibly.mp3]
T31,R,P1,colossal,/kəˈlɑːsəl/ - adjective,Extremely large or great,عظیم,The colossal movements of tectonic plates created the Isthmus of Panama.,"عظیم
colossal
---
colossal
adjective
عظیم الجثه, غول اسا

عظیم الجثه: huge, colossal, enormous, Gargantuan, immense, of enormous size 5
غول اسا: titanic, colossal, gigantesque, ogreish 0
_______________________
بسیار بزرگ",[sound:TPO31/colossal.mp3]
T31,R,P1,Atlantic,/ətˈlæntɪk/ - adjective,Relating to the Atlantic Ocean,آتلانتیک,One population of fish was from the Atlantic side of the isthmus.,"اقیانوس اطلس
Atlantic
---
وابسته به کوه اطلس، اقیانوس اطلس، دریای محیط غربی",[sound:TPO31/Atlantic.mp3]
T31,R,P1,Pacific,/pəˈsɪfɪk/ - adjective,Relating to the Pacific Ocean,آرام,The other population of fish was from the Pacific side of the isthmus.,"اقیانوس آرام
Pacific
---
Pacific
noun
اقیانوس ساکن

اقیانوس ساکن: Pacific, Pacific Ocean 0
_______________________
مسالمت امیز، ارام، صلح جو، (باحرف بزرگ) اقیانوس ساکن،قانون فقه:صلح جویانه",[sound:TPO31/Pacific.mp3]
T31,R,P1,sequence,/ˈsiːkwəns/ - noun,A particular order in which related events or things follow each other,توالی,Analysis revealed slight differences in the amino acid sequence of the enzymes.,"دنباله
sequence
---
sequence
noun
توالی, دنباله, ترتیب, رشته, ترادف, تسلسل, نتیجه, عقبه, پی رفت, تابعیت

توالی: sequence, succession, subsequence, progression, track, suit 26
دنباله: sequence, trail, tail, series, sequel, suite 17
ترتیب: order, arrangement, sequence, ordering, serialization, discipline 4
رشته: string, field, thread, series, strand, sequence 3
ترادف: sequence, synonymy, succession 2
تسلسل: continuity, sequence, continuum, concatenation, progression, serialization 0
نتیجه: result, outcome, consequence, conclusion, effect, sequence 0
عقبه: sequence, sequel 0
پی رفت: sequence 0
تابعیت: nationality, allegiance, sequence 0
_______________________
sequence
verb
ترتیب دادن, به ترتیب مرتب کردن

ترتیب دادن: arrange, sequence, agree, ordain 0
به ترتیب مرتب کردن: sequence 0
_______________________
توالی، ترتیبمراحل، سلسله مراتب، پی رفت، توالی، تسلسل، تابعیت، رشته، به ترتیب، مرتب کردن، دنباله، ترتیب دادن،علوم مهندسی:ردیف،کامپیوتر:رشته،روانشناسی:زنجیره،علوم هوایی:پی رفت،علوم نظامی:مراحل کار",[sound:TPO31/sequence.mp3]
T31,R,P2,hold,/hoʊld/ - verb,To have or keep in the mind,معتقد بودن,Different societies hold various views on the purpose of early childhood education.,"نگه دارید
hold
---
hold
verb
نگه داشتن, گرفتن, نگاه داشتن, در دست داشتن, چسبیدن, منعقد کردن, باز داشتن, جا گرفتن, تصرف کردن

نگه داشتن: hold, maintain, retain, sustain, impound, preserve 3
گرفتن: take, catch, grab, capture, obtain, hold 0
نگاه داشتن: keep, hold, retain, save, withhold, preserve 0
در دست داشتن: hold 0
چسبیدن: stick, adhere, hold, cohere, inhere, pester 0
منعقد کردن: hold, conclude, convene 0
باز داشتن: deter, encumber, prevent, debar, arrest, hold 0
جا گرفتن: situate, indwell, hold 0
تصرف کردن: grab, occupy, get, hold 0
_______________________
hold
noun
نگاهداری

نگاهداری: keep, retention, hold, support, internment, poise 0
_______________________
نگه داشتن، در دست داشتندریافت کردن، گرفتن، توقف، منعقد کردن، متصرف بودن، پناهگاه گرفتن، دژ، ایست، گیره، اتصالی نگهدارنده، پایه، مقر، نگهداشتن، جا گرفتن، تصرف کردن، چسبیدن، نگاهداری،علوم مهندسی:نگهداری،قانون فقه:جلوگیری کردن،ورزش:تسلط، گرفتن غیرمجاز حریف، ضربه به گوی اصلی بیلیارد که مسیر معمولی را طی نکند، گرفتن غیرمجاز توپ، گیره مکث بین کشیدن زه و رها کردن آن،علوم نظامی:جلوگیری کردن،علوم دریایی:انبار کالا، انبار کشتی",[sound:TPO31/hold.mp3]
T31,R,P2,cross-country,/krɔs-ˈkʌntri/ - adjective,Involving different countries,بین‌المللی,A cross-country comparison of preschools shows differing parental views.,"بین کشوری
cross-country
---
cross-country
adjective
خارج از جاده وشارع اصلی, در فضاهای بازدهات, در سرتاسر مزرعه

خارج از جاده وشارع اصلی: cross-country
در فضاهای بازدهات: cross-country
در سرتاسر مزرعه: cross-country
_______________________
cross-country
noun
صحرایی, ورزش های میدانی و صحرایی

صحرایی: outdoor, cross-country
ورزش های میدانی و صحرایی: cross-country
_______________________
خارج از جاده وشارع اصلی، در فضاهای بازدهات، درسرتاسرمزرعه، ورزش های میدانی وصحرایی،علوم نظامی:میان بر",[sound:TPO31/cross-country.mp3]
T31,R,P2,whereas,/wɛərˈæz/ - conjunction,In contrast or comparison with another fact,در حالی که,"Whereas parents in China focus on academics, Japanese parents focus on group membership.","در حالی که
whereas
---
whereas
conjunction
در حالیکه, نظر به اینکه, چون, در حقیقت, از انجاییکه, با در نظر گرفتن اینکه

در حالیکه: whereas, whilst, whiles 2
نظر به اینکه: whereas, insomuch 0
چون: as, since, when, whereas, insomuch 0
در حقیقت: whereas 0
از انجاییکه: whereas 0
با در نظر گرفتن اینکه: whereas 0
_______________________
در حالیکهاز آنجاییکه، بادر نظر گرفتن اینکه، نظر به اینکه، چون، در حقیقت",[sound:TPO31/whereas.mp3]
T31,R,P2,primarily,/praɪˈmɛrɪli/ - adverb,For the most part; mainly,عمدتاً,Parents in Japan view preschools primarily as a way for children to learn group behavior.,"در درجه اول
primarily
---
در اصل، عمدتا، مقدمتا، اصولا",[sound:TPO31/primarily.mp3]
T31,R,P2,are geared,/ɑr ɡɪrd/ - phrase,Designed or adapted for a particular purpose,تنظیم شده‌اند,Some preschool programs are geared towards promoting cognitive gains.,"دنده شده اند
are geared
---
",[sound:TPO31/are_geared.mp3]
T31,R,P2,kindergarten,/ˈkɪndərˌɡɑrtən/ - noun,A school or class that prepares children for first grade,کودکستان,Preschoolers are prepared for the formal instruction they will experience in kindergarten.,"مهد کودک
kindergarten
---
kindergarten
noun
کودکستان, باغ کودک, محل نگهداری کودکان

کودکستان: kindergarten, nursery school, preschool, day nursery 45
باغ کودک: kindergarten 0
محل نگهداری کودکان: kindergarten 0
_______________________
کودکستان، باغ کودک،روانشناسی:کودکستان",[sound:TPO31/kindergarten.mp3]
T31,R,P2,quotient,/ˈkwoʊʃənt/ - noun,A degree or amount of a specified quality or characteristic,ضریب,Head Start program showed initial increases in IQ (intelligence quotient) scores.,"ضریب
quotient
---
quotient
noun
خارج قسمت, بهر

خارج قسمت: quotient, ration, submultiple 22
بهر: quotient 2
_______________________
کسر، (ر). بهر، خارج قسمت،علوم مهندسی:خارج قسمت،معماری:بهر،روانشناسی:خارج قسمت،بازرگانی:نسبت،ورزش:بهره",[sound:TPO31/quotient.mp3]
