T44,R,P1,vertebrates,/ˈvɜːrtɪbrɪt/ - noun,"Animals with a backbone, including fish, amphibians, reptiles, birds, and mammals.",مهره‌دار,Vertebrates evolved from fish during the Devonian period.
T44,R,P1,water-dwelling,/ˈwɔːtər-dwɛlɪŋ/ - adj,Living in water.,آبزی,Early vertebrates were primarily water-dwelling animals.
T44,R,P1,tetrapod,/ˈtɛtrəˌpɒd/ - noun,"Four-limbed animals, including amphibians, reptiles, birds, and mammals.",چهارپا,Tetrapods evolved from fish and eventually adapted to life on land.
T44,R,P1,lobe-finned,/loʊb-fɪnd/ - adj,"Fish with fleshy, lobed, paired fins, which are believed to be ancestral to land vertebrates.",ماهی باله‌لپه‌ای,Lobe-finned fish had thick fins that may have helped them move on land.
T44,R,P1,gill,/ɡɪl/ - noun,Organs found in fish and some amphibians that allow them to breathe in water.,آبشش,"Lobe-finned fish had both lungs and gills, making them adaptable to various environments."
T44,R,P1,carcass,/ˈkɑːrkəs/ - noun,The dead body of an animal.,لاشه,The consistency of the mud inside the carcass suggested that these fish had lungs.
T44,R,P1,consistency,/kənˈsɪstənsi/ - noun,"The texture or thickness of something, especially a liquid or soft material.",قوام,The consistency of the mud indicated different parts of the fish carcass had filled differently with mud.
T44,R,P1,saclike,/ˈsæklaɪk/ - adj,Having the shape or characteristics of a sac.,کیسه‌ای,The saclike cavity near the gut indicated the presence of lungs in these fish.
T44,R,P1,cavity,/ˈkævəti/ - noun,A hollow space within a solid object.,حفره,The saclike cavity in the fish housed an auxiliary lung used for gulping air.
T44,R,P1,gut,/ɡʌt/ - noun,The digestive tract or intestines.,روده,"The gut of the fish connected to its lungs, showing evolutionary adaptations for living on land."
T44,R,P1,gulping,/ˈɡʌlpɪŋ/ - verb,"Swallowing eagerly or in large amounts, often related to air or water.",بلعیدن,Fish used their lungs for gulping air when the water was oxygen-depleted.
T44,R,P1,lobe,/loʊb/ - noun,"A rounded, projecting part of something, often referring to the fin or limb of an animal.",لبه,"The lobe of the fin was thick and fleshy, helping the fish move across land."
T44,R,P1,fin,/fɪn/ - noun,A flattened appendage on the body of fish used for movement and balance in the water.,باله,"Lobe-finned fish had fleshy, sturdy fins that could help them move on land."
T44,R,P1,fleshy,/ˈflɛʃi/ - adj,"Thick and soft tissue, often describing a part of the body that has substantial muscle or fat.",گوشتی,The fleshy fins of the fish were sturdy and capable of limited movement on land.
T44,R,P1,sturdy,/ˈstɜːrdi/ - adj,Strong and solidly built.,قوی,The sturdy fins of lobe-finned fish helped them navigate from one pond to another.
T44,R,P1,feeble,/ˈfiːbəl/ - adj,"Lacking physical strength, weak.",ضعیف,The lobe-finned fish used its feeble fins to move from one pond to another.
T44,R,P1,locomotor,/ˈloʊkəˌmoʊtər/ - adj,Related to movement or the ability to move.,حرکتی,"The lobe fins served as feeble locomotor devices, enabling fish to move short distances on land."
T44,R,P1,flop,/flɒp/ - verb,To move or fall in a clumsy or loose manner.,تلوتلو خوردن,The fish would flop from one body of water to another when water levels dropped.
T44,R,P1,pond,/pɒnd/ - noun,A small body of still water formed naturally or by artificial means.,برکه,The fish moved from one pond to another during dry conditions.
T44,R,P1,stubby,/ˈstʌbi/ - adj,Short and thick.,کوتاه و ضخیم,The stubby legs of early tetrapods helped them move on land.
T44,R,P1,limb,/lɪm/ - noun,"A leg or arm of a person or four-legged animal, or a similar structure in other animals.",اندام,"The bones of the fins eventually evolved into limbs, aiding tetrapods in terrestrial movement."
T44,R,P1,impetus,/ˈɪmpɪtəs/ - noun,The force or energy with which something moves or happens.,انگیزه,A possible impetus for the fish to move to land was the availability of food at the water’s edge.
T44,R,P1,arthropods,/ˈɑːrθrəˌpɒdz/ - noun,"A large group of invertebrate animals, including insects, spiders, and crustaceans.",بندپایان,Arthropods were part of the earliest terrestrial ecosystems that could be exploited for food.
T44,R,P1,marginal,/ˈmɑːrdʒɪnəl/ - adj,Situated on the edge or periphery of something.,حاشیه‌ای,"Early tetrapods explored marginal habitats near streams and ponds, where food was plentiful."
T44,R,P1,presumably,/prɪˈzuːməbli/ - adv,Used to say that something is very likely or almost certain.,احتمالاً,"The earliest tetrapods were presumably carnivorous, feeding on available animal life at the water’s edge."
T44,R,P1,carnivorous,/kɑːrˈnɪvərəs/ - adj,Feeding on the flesh of other animals.,گوشتخوار,"Early tetrapods were presumably carnivorous, hunting and eating smaller creatures in terrestrial environments."
T44,R,P1,vertebral,/ˈvɜːrtɪbrəl/ - adj,"Relating to the vertebrae, or bones of the spine.",مهره‌ای,Changes in the vertebral column allowed early tetrapods to support themselves on land.
T44,R,P1,pelvic girdle,/ˈpɛlvɪk ˈɡɜrdl/ - noun,The structure of bones in the pelvis that supports the legs.,کمربند لگنی,Early tetrapods developed a strong pelvic girdle to support their movement on land.
T44,R,P1,pectoral girdle,/ˈpɛktərəl ˈɡɜrdl/ - noun,The bones that support the forelimbs (arms or front legs).,کمربند شانه‌ای,The evolution of the pectoral girdle allowed the transition from water to land for early tetrapods.
T44,R,P1,progressively,/prəˈɡrɛsɪvli/ - adv,"Increasingly, gradually becoming more advanced or intense.",به تدریج,"Freshwater habitats became progressively restricted, pushing fish to adapt to land."
T44,R,P1,radiated into,/ˈreɪdiˌeɪtɪd ˈɪntuː/ - verb,"Spread into various forms or directions, often in relation to species diversifying into different environments",به سمت توسعه یافتن,Lobe-finned fish radiated into various aquatic habitats during the Devonian period.
T44,R,P1,cross sections,/krɔːs ˈsɛkʃənz/ - noun,Slices or views showing the interior of something by cutting through it,مقاطع عرضی,Cross sections of the fish revealed the presence of a lung-like structure.
T44,R,P1,applicable,/əˈplɪkəbl/ - adj,Relevant or suitable in a particular situation,قابل اجرا,Some challenges that plants faced were not applicable to early tetrapods.
T44,R,P2,camera obscura,/ˈkæmərə əbˈskjʊrə/ - noun,"A darkened enclosure where light passes through a small hole to project an upside-down image on a surface inside, used for art",اتاقک تاریک,Artists used the camera obscura to trace realistic images with precise linear perspective.
