T24,R,P1,seep,/siːp/ - verb,"To flow or pass slowly through small openings or pores, typically of soil or rocks.",نفوذ کردن,"Water enters a lake from inflowing rivers, from underwater seeps and springs."
T24,R,P1,spring,/sprɪŋ/ - noun,"A natural source of water from the ground, often forming a small stream or pool.",چشمه,"Water enters a lake from inflowing rivers, from underwater seeps and springs."
T24,R,P1,flow off,/floʊ ɒf/ - noun,The overflow of water from land or other surfaces.,جریان رویی,"Water enters a lake from inflowing rivers, from underwater seeps and springs, from overland flow off the surrounding land."
T24,R,P1,soak,/soʊk/ - verb,To absorb or take in liquid through small openings or pores.,جذب شدن,"Water leaves a lake via outflowing rivers, by soaking into the bed of the lake, and by evaporation."
T24,R,P1,discharges,/dɪsˈtʃɑrdʒ/ - noun,The volume of water that flows out of a stream or river into another body of water.,تخلیه,Discovering the inputs and outputs of rivers is a matter of measuring the discharges of every inflowing and outflowing stream and river.
T24,R,P1,gain,/ɡeɪn/ - noun,"The amount of something acquired, especially an increase in amount.",افزایش,Then exchanges with the atmosphere are calculated by finding the difference between the gains from rain and the losses by evaporation.
T24,R,P1,gauge,/ɡeɪdʒ/ - noun,An instrument for measuring or testing something.,سنج,"The inputs from rain, as measured (rather roughly) by rain gauges, and the losses by evaporation."
T24,R,P1,seepage,/ˈsɛpɪdʒ/ - noun,The slow movement of water through the pores in soil or rocks.,نفوذ آب,Measuring the actual amounts of groundwater seepage into the lake and out of the lake is a much more complicated matter than merely inferring their difference.
T24,R,P1,"Once all this information has been gathered, it becomes possible to judge",/ˈwʌns ɑːl ðɪs ˌɪnfərˈmeɪʃən hæz bɪn ˈɡæðərd/ - phrase,After all necessary data has been collected.,پس از جمع آوری همه این اطلاعات,"Once all this information has been gathered, it becomes possible to judge."
T24,R,P1,"If the former ...; if the latter,","/ɪf ðə ˈfɔrmər ...; ɪf ðə ˈlætər,/ - phrase",Used to distinguish between two previously mentioned options or scenarios.,"اگر اولی ...; اگر دومی,","If the former are greater, the lake is a surface-water-dominated lake; if the latter, it is a seepage-dominated lake."
