T33,R,P1,stimulus,/ˈstɪmjələs/ - noun,Something that causes growth or activity.,محرک,An important stimulus behind the rise of early civilizations was the development of settled agriculture.
T33,R,P1,unleashed,/ʌnˈliːʃt/ - verb,Released or caused something to happen powerfully.,آزاد شده,The development of settled agriculture unleashed a series of changes.
T33,R,P1,foraging,/ˈfɔːrɪdʒɪŋ/ - noun,Searching for food.,جستجو برای غذا,Early farmers relied primarily on foraging and pastoralism.
T33,R,P1,pastoralism,/ˈpæstərəlɪzəm/ - noun,The practice of herding livestock.,دامداری,Early farmers relied on pastoralism alongside agriculture.
T33,R,P1,floodplains,/ˈflʌdpleɪnz/ - noun,Flat areas near a river prone to flooding.,سیلاب‌دشت‌ها,The real breakthrough took place when farmers began to cultivate crops along the floodplains of river systems.
T33,R,P1,nutrients,/ˈnjuːtriənts/ - noun,Substances that provide nourishment essential for growth.,مواد مغذی,"River waters deposited nutrients in the soil, enabling long-term farming."
T33,R,P1,plot of ground,/plɒt əv ɡraʊnd/ - noun,A small area of land.,قطعه زمین,Farmers could cultivate a single plot of ground for many years without moving.
T33,R,P1,sedentary,/ˈsɛdntəri/ - adjective,Involving little physical activity; nonmigratory.,یکجانشین,The first truly sedentary societies were born from settled agriculture.
T33,R,P1,as time went on,/æz taɪm wɛnt ɒn/ - phrase,Gradually; over a period of time.,با گذشت زمان,"As time went on, communities learned to enhance the productive capacity of the land."
T33,R,P1,iron plow,/ˈaɪən plaʊ/ - noun,A farming tool with a strong blade used for cutting the soil.,گاوآهن آهنی,The introduction of the iron plow led to the cultivation of heavy soils.
T33,R,P1,decisive,/dɪˈsaɪsɪv/ - adjective,Crucial or determining.,تعیین‌کننده,The spread of river valley agriculture was the decisive factor in the rise of the first civilizations.
T33,R,P1,inhabitants,/ɪnˈhæbɪtənts/ - noun,People or animals that live in a particular place.,ساکنان,Efforts to protect the local inhabitants from hostile forces provoked the first steps toward cooperative activities.
T33,R,P1,hostile,/ˈhɒstaɪl/ - adjective,Unfriendly; antagonistic.,خصمانه,Efforts to protect the local inhabitants from hostile forces provoked the first steps toward cooperative activities.
T33,R,P1,provoked,/prəˈvoʊkt/ - verb,Caused a reaction or response.,تحریک شده,Hostile forces provoked the first steps toward cooperative activities.
T33,R,P1,cooperative,/koʊˈɒpərətɪv/ - adjective,Involving mutual assistance in working toward a common goal.,تعاونی,Cooperative activities were necessary to manage large-scale agricultural projects.
T33,R,P1,oversee,/ˌoʊvərˈsiː/ - verb,Supervise; manage.,نظارت کردن,The need to oversee the entire process brought about the emergence of an elite.
T33,R,P1,brought about,/brɔːt əˈbaʊt/ - verb,Caused to happen.,باعث شد,The need to oversee the entire process brought about the emergence of an elite.
T33,R,P1,prowess,/ˈpraʊəs/ - noun,Skill or expertise in a particular activity or field.,مهارت,Big men emerged as leaders through their military prowess.
T33,R,P1,assume,/əˈsjuːm/ - verb,Take on a role or responsibility.,بر عهده گرفتن,The big men assumed hereditary status and became formal symbols of authority.
T33,R,P1,allies,/ˈælaɪz/ - noun,"People, groups, or nations that join together for a common purpose.",متحدین,Their allies and family members were transformed into a hereditary monarchy.
T33,R,P1,proximity,/prɒkˈsɪmɪti/ - noun,"Nearness in space, time, or relationship.",نزدیکی,Some urban centers were identified by their proximity to gold or iron deposits.
T33,R,P1,temples,/ˈtɛmplz/ - noun,Buildings devoted to the worship of a god or gods.,معابد,Some cities served primarily as administrative centers or the site of temples.
T33,R,P1,cult,/kʌlt/ - noun,A system of religious beliefs and rituals.,فرقه,Temples were often the site of the official cult or other ritual observances.
T33,R,P1,livelihood,/ˈlaɪvlihʊd/ - noun,A means of securing the necessities of life.,معیشت,New forms of livelihood appeared to satisfy the growing need for social services and consumer goods.
T33,R,P1,artisans,/ˈɑːtɪzənz/ - noun,Skilled workers who make goods by hand.,صنعتگران,Some people became artisans or merchants within the cities.
T33,R,P1,warriors,/ˈwɒriərz/ - noun,People who fight in battles and are known for having courage and skill.,جنگجویان,"Some people became warriors, scholars, or priests."
T33,R,P1,priests,/priːsts/ - noun,Religious leaders authorized to perform sacred rituals.,کشیشان,"Some people became warriors, scholars, or priests."
T33,R,P1,strict,/strɪkt/ - adjective,Demanding that rules concerning behavior are obeyed and observed.,سختگیر,The strict hierarchical character of society was reflected in the division of cities.
T33,R,P1,royal,/ˈrɔɪəl/ - adjective,Relating to a king or queen.,سلطنتی,A royal palace was often surrounded by an imposing wall.
T33,R,P1,palace,/ˈpæləs/ - noun,A large and impressive building forming the official residence of a ruler.,قصر,A royal palace was often surrounded by an imposing wall.
T33,R,P1,imposing,/ɪmˈpoʊzɪŋ/ - adjective,Grand and impressive in appearance.,با ابهت,The royal palace was an imposing structure separate from the remainder of the urban population.
T33,R,P1,precinct,/ˈpriːsɪŋkt/ - noun,The area within the walls or perceived boundaries of a particular building or place.,منطقه,Some cities lacked a royal precinct and the ostentatious palaces.
T33,R,P1,ostentatious,/ˌɒstɛnˈteɪʃəs/ - adjective,Characterized by vulgar or pretentious display; designed to impress or attract notice.,خودنمایی,Some cities lacked the ostentatious palaces that marked their contemporaries.
T33,R,P1,marked,/mɑːrkt/ - verb,Distinguished or characterized by.,مشخص شده,The ostentatious palaces marked their contemporaries elsewhere.
T33,R,P1,contemporaries,/kənˈtɛmpərəriz/ - noun,People or things existing at the same time as another.,معاصران,The ostentatious palaces marked their contemporaries elsewhere.
T33,R,P2,railroads,/ˈreɪlˌroʊdz/ - noun,Systems of tracks on which trains travel.,راه‌آهن,"By 1850 the United States possessed roughly 9,000 miles of railroad track."
T33,R,P2,roughly,/ˈrʌfli/ - adverb,Approximately; not exactly.,تقریباً,"By 1850 the United States possessed roughly 9,000 miles of railroad track."
T33,R,P2,rippled outward,/ˈrɪpəld ˈaʊtwərd/ - verb,Spread outwards in waves.,به بیرون پخش شد,The effect of the new railroad lines rippled outward through the economy.
T33,R,P2,market,/ˈmɑːrkɪt/ - verb,To sell or promote the sale of goods.,بازار,Farmers along the tracks began to specialize in crops that they could market in distant locations.
T33,R,P2,bushels,/ˈbʊʃəlz/ - noun,Units of volume that are used for measuring agricultural produce.,بوشل,"Before the railroad reached Tennessee, the state produced about 25,000 bushels of wheat."
T33,R,P2,counties,/ˈkaʊntiz/ - noun,Political or administrative divisions within a state.,شهرستان‌ها,"Farmers in the same counties grew 400,000 bushels and sold their crop at a dollar a bushel."
T33,R,P2,bustling,/ˈbʌslɪŋ/ - adjective,Full of activity; busy.,پرجنب‌وجوش,Most northwestern grain was shipped south to the bustling port of New Orleans.
T33,R,P2,lard,/lɑːrd/ - noun,"Rendered fat from a pig, used in cooking.",چربی خوک,"Products such as lard, tallow, and cheese quickly spoiled if stored in hot warehouses."
T33,R,P2,tallow,/ˈtæloʊ/ - noun,Hard animal fat used in making candles and soap.,پیه,"Products such as lard, tallow, and cheese quickly spoiled if stored in hot warehouses."
T33,R,P2,region’s hub,/ˈriːdʒənz hʌb/ - noun,The central and most important part of a particular area.,مرکز منطقه,"Chicago became the region’s hub, linking the farms of the upper Midwest to New York."
T33,R,P2,commanded,/kəˈmændɪd/ - verb,Earned or was sold for a certain price.,به دست آوردن,Wheat commanded $1.08 a bushel in New York City.
T33,R,P2,fetched,/fɛtʃt/ - verb,Sold for a particular price.,فروخته شد,Wheat fetched $2.46 in 1855.
T33,R,P2,cash crops,/kæʃ krɒps/ - noun,Crops produced for their commercial value rather than for use by the grower.,محصولات نقدی,Farmers responded by specializing in cash crops.
T33,R,P2,fanned out,/fænd aʊt/ - verb,Spread out over a wide area.,پراکنده شدند,"As railroad lines fanned out from Chicago, farmers began to acquire open prairie land."
T33,R,P2,woodlands,/ˈwʊdləndz/ - noun,Areas covered with trees.,جنگل‌ها,"To settlers accustomed to eastern woodlands, the prairies were an awesome sight."
T33,R,P2,rye,/raɪ/ - noun,A cereal plant that tolerates poor soils and low temperatures.,چاودار,"Indian grass, Canada wild rye, and native big bluestem all grew higher than a person."
T33,R,P2,plows,/plaʊz/ - noun,Farming tools with blades used to cut the soil.,گاوآهن‌ها,Eastern plows could not penetrate the densely tangled roots of prairie grass.
T33,R,P2,tangled,/ˈtæŋɡəld/ - adjective,Twisted together untidily.,درهم تنیده,Eastern plows could not penetrate the densely tangled roots of prairie grass.
T33,R,P2,sod,/sɒd/ - noun,"The surface of the ground, with grass growing on it.",چمن,John Deere patented a sharp-cutting steel plow that sliced through the sod.
T33,R,P2,blade,/bleɪd/ - noun,"The flat, cutting part of a tool or weapon.",تیغه,John Deere patented a plow that sliced through the sod without soil sticking to the blade.
T33,R,P2,reaper,/ˈriːpər/ - noun,A machine used for cutting and harvesting grain.,دروگر,Cyrus McCormick refined a mechanical reaper that harvested fourteen times more wheat.
T33,R,P2,undisturbed,/ˌʌndɪˈstɜːrbd/ - adjective,"Not altered, changed, or interfered with.",دست نخورده,"Trees reappeared on land not in cultivation and, if undisturbed, eventually formed woodlots."
